1000  100  1000012  1000014  47.3891923  47.3891923
1000  105  1000012  1000014  56.1953651  56.1953651
1000  111  1000012  1000014  64.7011526  64.7011526
1000  117  1000012  1000014  73.1064729  73.1064729
1000  124  1000012  1000014  81.5373544  81.5373544
1000  130  1000012  1000014  90.0824792  90.0824792
1000  138  1000012  1000014  98.8096973  98.8096973
1000  145  1000012  1000014  107.774479  107.774479
1000  153  1000012  1000014  117.024655  117.024655
1000  162  1000012  1000014  126.603267  126.603267
1000  171  1000012  1000014  136.55039  136.55039
1000  180  1000012  1000014  146.90435  146.90435
1000  190  1000012  1000014  157.702578  157.702578
1000  200  1000012  1000014  168.982233  168.982233
1000  212  1000012  1000014  180.780682  180.780682
1000  223  1000012  1000014  193.135868  193.135868
1000  236  1000012  1000014  206.086623  206.086623
1000  249  1000012  1000014  219.672923  219.672923
1000  262  1000012  1000014  233.936118  233.936118
1000  277  1000012  1000014  248.919142  248.919142
1000  292  1000012  1000014  264.6667  264.6667
1000  308  1000012  1000014  281.225453  281.225453
1000  325  1000012  1000014  298.644195  298.644195
1000  343  1000012  1000014  316.97403  316.97403
1000  362  1000012  1000014  336.268542  336.268542
1000  382  1000012  1000014  356.583977  356.583977
1000  403  1000012  1000014  377.97942  377.97942
1000  425  1000012  1000014  400.516982  400.516982
1000  449  1000012  1000014  424.261992  424.261992
1000  473  1000012  1000014  449.283195  449.283195
1000  500  1000012  1000014  475.652957  475.652957
100  100  1000012  1000014  47.3891923  47.3891923
100  105  1000012  1000014  47.3891923  47.3891923
100  111  1000012  1000014  47.3891923  47.3891923
100  117  1000012  1000014  47.3891923  47.3891923
100  124  1000012  1000014  47.3891923  47.3891923
100  130  1000012  1000014  47.3891923  47.3891923
100  138  1000012  1000014  47.3891923  47.3891923
100  145  1000012  1000014  47.3891923  47.3891923
100  153  1000012  1000014  47.3891923  47.3891923
100  162  1000012  1000014  47.3891923  47.3891923
100  171  1000012  1000014  47.3891923  47.3891923
100  180  1000012  1000014  47.3891923  47.3891923
100  190  1000012  1000014  47.3891923  47.3891923
100  200  1000012  1000014  47.3891923  47.3891923
100  212  1000012  1000014  47.3891923  47.3891923
100  223  1000012  1000014  47.3891923  47.3891923
100  236  1000012  1000014  47.3891923  47.3891923
100  249  1000012  1000014  47.3891923  47.3891923
100  262  1000012  1000014  47.3891923  47.3891923
100  277  1000012  1000014  47.3891923  47.3891923
100  292  1000012  1000014  47.3891923  47.3891923
100  308  1000012  1000014  47.3891923  47.3891923
100  325  1000012  1000014  47.3891923  47.3891923
100  343  1000012  1000014  47.3891923  47.3891923
100  362  1000012  1000014  47.3891923  47.3891923
100  382  1000012  1000014  47.3891923  47.3891923
100  403  1000012  1000014  47.3891923  47.3891923
100  425  1000012  1000014  47.3891923  47.3891923
100  449  1000012  1000014  47.3891923  47.3891923
100  473  1000012  1000014  47.3891923  47.3891923
100  500  1000012  1000014  47.3891923  47.3891923
108  100  1000012  1000014  47.3891923  47.3891923
108  105  1000012  1000014  56.1953651  56.1953651
108  111  1000012  1000014  59.8813736  59.8813736
108  117  1000012  1000014  59.8813736  59.8813736
108  124  1000012  1000014  59.8813736  59.8813736
108  130  1000012  1000014  59.8813736  59.8813736
108  138  1000012  1000014  59.8813736  59.8813736
108  145  1000012  1000014  59.8813736  59.8813736
108  153  1000012  1000014  59.8813736  59.8813736
108  162  1000012  1000014  59.8813736  59.8813736
108  171  1000012  1000014  59.8813736  59.8813736
108  180  1000012  1000014  59.8813736  59.8813736
108  190  1000012  1000014  59.8813736  59.8813736
108  200  1000012  1000014  59.8813736  59.8813736
108  212  1000012  1000014  59.8813736  59.8813736
108  223  1000012  1000014  59.8813736  59.8813736
108  236  1000012  1000014  59.8813736  59.8813736
108  249  1000012  1000014  59.8813736  59.8813736
108  262  1000012  1000014  59.8813736  59.8813736
108  277  1000012  1000014  59.8813736  59.8813736
108  292  1000012  1000014  59.8813736  59.8813736
108  308  1000012  1000014  59.8813736  59.8813736
108  325  1000012  1000014  59.8813736  59.8813736
108  343  1000012  1000014  59.8813736  59.8813736
108  362  1000012  1000014  59.8813736  59.8813736
108  382  1000012  1000014  59.8813736  59.8813736
108  403  1000012  1000014  59.8813736  59.8813736
108  425  1000012  1000014  59.8813736  59.8813736
