251 1999 0
292 100 0
292 110 0
292 122 0
292 134 0
292 149 0
292 164 0
292 182 0
292 201 0
292 222 0
292 245 0
292 271 0
292 299 0
292 331 0
292 366 0
292 404 0
292 447 0
292 494 0
292 546 0
292 603 0
292 666 0
292 736 0
292 814 0
292 899 0
292 994 0
292 1098 0
292 1213 0
292 1341 0
292 1482 0
292 1637 0
292 1809 0
292 1999 0
341 100 0
341 110 0
341 122 0
341 134 0
341 149 0
341 164 0
341 182 0
341 201 0
341 222 0
341 245 0
341 271 0
341 299 0
341 331 0
341 366 0
341 404 0
341 447 0
341 494 0
341 546 0
341 603 0
341 666 0
341 736 0
341 814 0
341 899 0
341 994 0
341 1098 0
341 1213 0
341 1341 0
341 1482 0
341 1637 0
341 1809 0
341 1999 0
398 100 0
398 110 0
398 122 0
398 134 0
398 149 0
398 164 0
398 182 0
398 201 0
398 222 0
398 245 0
398 271 0
398 299 0
398 331 0
398 366 0
398 404 0
398 447 0
398 494 0
398 546 0
398 603 0
398 666 0
398 736 0
398 814 0
398 899 0
398 994 0
398 1098 0
398 1213 0
398 1341 0
398 1482 0
398 1637 0
398 1809 0
398 1999 0
464 100 0
464 110 0
464 122 0
464 134 0
464 149 0
464 164 0
464 182 0
464 201 0
464 222 0
464 245 0
464 271 0
464 299 0
464 331 0
464 366 0
464 404 0
464 447 0
464 494 0
464 546 0
464 603 0
464 666 0
464 736 0
464 814 0
464 899 0
464 994 0
464 1098 0
464 1213 0
464 1341 0
464 1482 0
464 1637 0
464 1809 0
464 1999 0
541 100 0
541 110 0
541 122 0
541 134 0
541 149 0
541 164 0
541 182 0
541 201 0
541 222 0
541 245 0
541 271 0
541 299 0
541 331 0
541 366 0
541 404 0
541 447 0
541 494 0
541 546 0
541 603 0
541 666 0
541 736 0
541 814 0
541 899 0
541 994 0
541 1098 0
541 1213 0
541 1341 0
541 1482 0
541 1637 0
541 1809 0
541 1999 0
630 100 0
630 110 0
630 122 0
630 134 0
630 149 0
630 164 0
630 182 0
630 201 0
630 222 0
630 245 0
630 271 0
630 299 0
630 331 0
630 366 0
630 404 0
630 447 0
630 494 0
630 546 0
630 603 0
630 666 0
630 736 0
630 814 0
630 899 0
630 994 0
630 1098 0
630 1213 0
630 1341 0
630 1482 0
630 1637 0
630 1809 0
630 1999 0
735 100 0
735 110 0
735 122 0
735 134 0
735 149 0
735 164 0
735 182 0
735 201 0
735 222 0
735 245 0
735 271 0
735 299 0
735 331 0
735 366 0
735 404 0
735 447 0
735 494 0
735 546 0
735 603 0
735 666 0
735 736 0
735 814 0
735 899 0
735 994 0
735 1098 0
735 1213 0
735 1341 0
735 1482 0
735 1637 0
735 1809 0
735 1999 0
857 100 1
857 110 0
857 122 0
857 134 0
857 149 0
857 164 0
857 182 0
857 201 0
857 222 0
857 245 0
857 271 0
857 299 0
857 331 0
857 366 0
857 404 0
857 447 0
857 494 0
857 546 0
857 603 0
857 666 0
857 736 0
857 814 0
857 899 0
857 994 0
857 1098 0
857 1213 0
857 1341 0
857 1482 0
857 1637 0
857 1809 0
857 1999 0
1000 100 1
1000 110 1
1000 122 1
1000 134 0
1000 149 0
1000 164 0
1000 182 0
1000 201 0
1000 222 0
1000 245 0
1000 271 0
1000 299 0
1000 331 0
1000 366 0
1000 404 0
1000 447 0
1000 494 0
1000 546 0
1000 603 0
1000 666 0
1000 736 0
1000 814 0
1000 899 0
1000 994 0
1000 1098 0
1000 1213 0
1000 1341 0
1000 1482 0
1000 1637 0
1000 1809 0
1000 1999 0
1165 100 1
1165 110 1
1165 122 1
1165 134 1
1165 149 0
1165 164 0
1165 182 0
1165 201 0
1165 222 0
1165 245 0
1165 271 0
1165 299 0
1165 331 0
1165 366 0
1165 404 0
1165 447 0
1165 494 0
1165 546 0
1165 603 0
1165 666 0
1165 736 0
1165 814 0
1165 899 0
1165 994 0
1165 1098 0
1165 1213 0
1165 1341 0
1165 1482 0
1165 1637 0
1165 1809 0
1165 1999 0
1359 100 1
1359 110 1
1359 122 1
1359 134 1
1359 149 1
1359 164 0
1359 182 0
1359 201 0
1359 222 0
1359 245 0
1359 271 0
1359 299 0
1359 331 0
1359 366 0
1359 404 0
1359 447 0
1359 494 0
1359 546 0
1359 603 0
1359 666 0
1359 736 0
1359 814 0
1359 899 0
1359 994 0
1359 1098 0
1359 1213 0
1359 1341 0
1359 1482 0
1359 1637 0
1359 1809 0
1359 1999 0
1584 100 1
1584 110 1
1584 122 1
1584 134 1
1584 149 1
1584 164 1
1584 182 1
1584 201 0
1584 222 0
1584 245 0
1584 271 0
1584 299 0
1584 331 0
1584 366 0
1584 404 0
1584 447 0
1584 494 0
1584 546 0
1584 603 0
1584 666 0
1584 736 0
1584 814 0
1584 899 0
1584 994 0
1584 1098 0
1584 1213 0
1584 1341 0
1584 1482 0
1584 1637 0
1584 1809 0
1584 1999 0
1847 100 1
1847 110 1
1847 122 1
1847 134 1
1847 149 1
1847 164 1
1847 182 1
1847 201 1
1847 222 1
1847 245 0
1847 271 0
1847 299 0
1847 331 0
1847 366 0
1847 404 0
1847 447 0
1847 494 0
1847 546 0
1847 603 0
1847 666 0
1847 736 0
1847 814 0
1847 899 0
1847 994 0
1847 1098 0
1847 1213 0
1847 1341 0
1847 1482 0
1847 1637 0
1847 1809 0
1847 1999 0
2154 100 1
2154 110 1
2154 122 1
2154 134 1
2154 149 1
2154 164 1
2154 182 1
2154 201 1
2154 222 1
2154 245 1
2154 271 0
2154 299 0
2154 331 0
2154 366 0
2154 404 0
2154 447 0
2154 494 0
2154 546 0
2154 603 0
2154 666 0
2154 736 0
2154 814 0
2154 899 0
2154 994 0
2154 1098 0
2154 1213 0
2154 1341 0
2154 1482 0
2154 1637 0
2154 1809 0
2154 1999 0
2511 100 1
2511 110 1
2511 122 1
2511 134 1
2511 149 1
2511 164 1
2511 182 1
2511 201 1
2511 222 1
2511 245 1
2511 271 0
2511 299 0
2511 331 0
2511 366 0
2511 404 0
2511 447 0
2511 494 0
2511 546 0
2511 603 0
2511 666 0
2511 736 0
2511 814 0
2511 899 0
2511 994 0
2511 1098 0
2511 1213 0
2511 1341 0
2511 1482 0
2511 1637 0
2511 1809 0
2511 1999 0
2928 100 1
2928 110 1
2928 122 1
2928 134 1
2928 149 1
2928 164 1
2928 182 1
2928 201 1
2928 222 1
2928 245 1
2928 271 1
2928 299 0
2928 331 0
2928 366 0
2928 404 0
2928 447 0
2928 494 0
2928 546 0
2928 603 0
2928 666 0
2928 736 0
2928 814 0
2928 899 0
2928 994 0
2928 1098 0
2928 1213 0
2928 1341 0
2928 1482 0
2928 1637 0
2928 1809 0
2928 1999 0
3414 100 1
3414 110 1
3414 122 1
3414 134 1
3414 149 1
3414 164 1
3414 182 1
3414 201 1
3414 222 1
3414 245 1
3414 271 1
3414 299 1
3414 331 0
3414 366 0
3414 404 0
3414 447 0
3414 494 0
3414 546 0
3414 603 0
3414 666 0
3414 736 0
3414 814 0
3414 899 0
3414 994 0
3414 1098 0
3414 1213 0
3414 1341 0
3414 1482 0
3414 1637 0
3414 1809 0
3414 1999 0
3981 100 1
3981 110 1
3981 122 1
3981 134 1
3981 149 1
3981 164 1
3981 182 1
3981 201 1
3981 222 1
3981 245 1
3981 271 1
3981 299 1
3981 331 1
3981 366 0
3981 404 0
3981 447 0
3981 494 0
3981 546 0
3981 603 0
3981 666 0
3981 736 0
3981 814 0
3981 899 0
3981 994 0
3981 1098 0
3981 1213 0
3981 1341 0
3981 1482 0
3981 1637 0
3981 1809 0
3981 1999 0
4641 100 1
4641 110 1
4641 122 1
4641 134 1
4641 149 1
4641 164 1
4641 182 1
4641 201 1
4641 222 1
4641 245 1
4641 271 1
4641 299 1
4641 331 1
4641 366 1
4641 404 0
4641 447 0
4641 494 0
4641 546 0
4641 603 0
4641 666 0
4641 736 0
4641 814 0
4641 899 0
4641 994 0
4641 1098 0
4641 1213 0
4641 1341 0
4641 1482 0
4641 1637 0
4641 1809 0
4641 1999 0
5411 100 1
5411 110 1
5411 122 1
5411 134 1
5411 149 1
5411 164 1
5411 182 1
5411 201 1
5411 222 1
5411 245 1
5411 271 1
5411 299 1
5411 331 1
5411 366 1
5411 404 1
5411 447 0
5411 494 0
5411 546 0
5411 603 0
5411 666 0
5411 736 0
5411 814 0
5411 899 0
5411 994 0
5411 1098 0
5411 1213 0
5411 1341 0
5411 1482 0
5411 1637 0
5411 1809 0
5411 1999 0
6309 100 1
6309 110 1
6309 122 1
6309 134 1
6309 149 1
6309 164 1
6309 182 1
6309 201 1
6309 222 1
6309 245 1
6309 271 1
6309 299 1
6309 331 1
6309 366 1
6309 404 1
6309 447 1
6309 494 0
6309 546 0
6309 603 0
6309 666 0
6309 736 0
6309 814 0
6309 899 0
6309 994 0
6309 1098 0
6309 1213 0
6309 1341 0
6309 1482 0
6309 1637 0
6309 1809 0
6309 1999 0
7356 100 1
7356 110 1
7356 122 1
7356 134 1
7356 149 1
7356 164 1
7356 182 1
7356 201 1
7356 222 1
7356 245 1
7356 271 1
7356 299 1
7356 331 1
7356 366 1
7356 404 1
7356 447 1
7356 494 0
7356 546 0
7356 603 0
7356 666 0
7356 736 0
7356 814 0
7356 899 0
7356 994 0
7356 1098 0
7356 1213 0
7356 1341 0
7356 1482 0
7356 1637 0
7356 1809 0
7356 1999 0
8576 100 1
8576 110 1
8576 122 1
8576 134 1
8576 149 1
8576 164 1
8576 182 1
8576 201 1
8576 222 1
8576 245 1
8576 271 1
8576 299 1
8576 331 1
8576 366 1
8576 404 1
8576 447 1
8576 494 1
8576 546 0
8576 603 0
8576 666 0
8576 736 0
8576 814 0
8576 899 0
8576 994 0
8576 1098 0
8576 1213 0
8576 1341 0
8576 1482 0
8576 1637 0
8576 1809 0
8576 1999 0
10000 100 1
10000 110 1
10000 122 1
10000 134 1
10000 149 1
10000 164 1
10000 182 1
10000 201 1
10000 222 1
10000 245 1
10000 271 1
10000 299 1
10000 331 1
10000 366 1
10000 404 1
10000 447 1
10000 494 1
10000 546 1
10000 603 0
10000 666 0
10000 736 0
10000 814 0
10000 899 0
10000 994 0
10000 1098 0
10000 1213 0
10000 1341 0
10000 1482 0
10000 1637 0
10000 1809 0
10000 1999 0
