32.41453954939717  4.390358656409501e-48
38.859643020072156  4.168693834703398e-48
47.36065075015168  4.168693834703398e-48
56.77754510578683  4.390358656409501e-48
68.06683559408926  4.869675251658711e-48
81.60081770285215  5.4013211476463696e-48
104.49441494955595  6.645076729077873e-48
140.59548051612848  8.175230379436527e-48
198.76016820684964  1.1155781513508508e-47
254.52352165980983  1.372460961007571e-47
336.8575616818539  1.8728370830175828e-47
476.2163433408079  2.5556419010641733e-47
673.2281874054399  3.6728230049808874e-47
1000  5.278372067815813e-47
1280.555978373528  6.493816315762113e-47
1586.6360839405147  7.989139416674106e-47
2099.885932063319  1.0351421666793451e-46
3017.960864983193  1.4876473740795e-46
4266.498517332759  2.0300185198597053e-46
6031.559192701472  2.9174270140011896e-46
10055.1055738879  4.650503761666106e-46
