54.03770515798778  4.265795188015952e-49
69.19830639764727  3.6517412725484364e-49
85.73817289700207  3.2923045333341057e-49
109.79252987807918  3.2923045333341057e-49
142.93259050409512  3.467368504525366e-49
177.09651861758766  3.845917820453606e-49
212.3092781586344  4.265795188015952e-49
263.05570968455953  4.731512589614851e-49
325.9316172981536  5.5271340794444355e-49
424.3116579911836  6.799860450033272e-49
561.5692788312723  8.810488730080292e-49
768.1420275870082  1.1415633046188577e-48
1050.702374199433  1.5577580348316117e-48
1413.7023998011712  2.0183663636815927e-48
1639.8236137481833  2.2387211385683836e-48
2031.776322793193  2.900681198693192e-48
2476.2514873472196  3.3884415613920345e-48
3331.7547919707295  4.62381021399267e-48
4266.498517332759  5.688529308438448e-48
6031.559192701472  8.175230379436527e-48
10000.693191911823  1.3031667784523053e-47
