3.1958103035169927 1.6098067242530917e-42
3.6480237671938878 3.5576562329742387e-43
4.164226328254193 7.885079405255121e-44
4.869241279912909 1.9702201003937669e-44
5.902876801688495 4.8439288137893084e-45
7.691606401975991 1.514937872598155e-45
10.022368927976835 5.068224354232923e-46
13.059414858080913 2.017972977919728e-46
17.016766960093562 8.740872468070611e-47
22.173302626568397 5.362795469338573e-47
28.89240656126854 4.405934956531722e-47
37.64757875542629 4.531389447700687e-47
49.05580236594158 5.332766551390753e-47
63.92102295342076 6.564218784439489e-47
83.29080309261228 8.034796123839994e-47
108.53014484557863 1.1086423222994024e-46
141.41768241933343 1.4461769363174085e-46
184.27102377234297 1.7179362756212141e-46
240.11007408126807 2.11069090315366e-46
312.86985058779 2.717467793147407e-46
407.67778603781045 3.784821776135436e-46
531.2150624818846 5.077719645547065e-46
692.187438884544 5.897931059672709e-46
901.9387520960636 7.636214524620944e-46
1175.2503250326881 9.886818220840265e-46
1531.3826169233375 1.3140606134846124e-45
1995.4325214500516 1.6918239378644113e-45
2600.1019625390204 2.2193398148598647e-45
3388.002421994449 2.8734406621299e-45
4414.657800662304 3.7623395237915144e-45
5752.41722686716 4.8439288137893084e-45
7495.553550491215 6.342398180251158e-45
9308.00136431861 7.939624507790151e-45
