37.5992340321072  1.9611011754760655e-49
45.0752295922405  1.9611011754760655e-49
57.721354730902924  2.0653801558105522e-49
69.19830639764727  2.175204034019551e-49
85.73817289700207  2.4126815325916746e-49
106.23141915459007  2.8183829312644724e-49
136.03527888951442  3.467368504525366e-49
195.51021399635212  4.731512589614851e-49
285.65856840440154  6.799860450033272e-49
438.5355176308169  1.0292005271944349e-48
599.8504091657501  1.3335214321633458e-48
807.0886521080376  1.8197008586100048e-48
1050.702374199433  2.3577621959612665e-48
1413.7023998011712  3.217362532695654e-48
1902.1128383062417  4.168693834703398e-48
2601.803316870606  5.688529308438448e-48
3443.4425375750443  7.762471166286927e-48
4633.094107792776  1.0057730630017494e-47
6131.821428589329  1.372460961007571e-47
8115.361604433202  1.7782794100389229e-47
10055.1055738879  2.3040929760558684e-47
