23.309972765625318  1.8197008586100048e-48
27.038394914145616  1.5577580348316117e-48
33.50114617957261  1.4791083881682133e-48
44.33819845806477  1.4791083881682133e-48
57.721354730902924  1.5577580348316117e-48
78.95410260037838  1.8197008586100048e-48
102.78581273361597  2.12569034521711e-48
125.27142816090235  2.4831331052955882e-48
155.21396296888233  3.054921113215509e-48
202.06414620543737  3.758374042884466e-48
263.05570968455953  4.869675251658711e-48
342.45712412183104  5.991009386113586e-48
460.7703095454767  7.762471166286927e-48
580.3943156870628  9.549925860214447e-48
848.0099629593371  1.372460961007571e-47
1367.8490910073515  2.1877616239495697e-47
1694.7941064896145  2.834653633489671e-47
2099.885932063319  3.487385841352216e-47
2968.6137814666336  5.011872336272755e-47
3864.667828151579  6.16595001861491e-47
4948.923491767343  7.989139416674106e-47
6442.719333185767  1.0351421666793451e-46
10000.693191911823  1.5667510701081501e-46
