38.859643020072156  3.568617492834828e-48
45.0752295922405  2.754228703338197e-48
49.761948186814635  2.3577621959612665e-48
57.721354730902924  2.0183663636815927e-48
70.34858557048139  1.7278259805078804e-48
91.58278422998131  1.7278259805078804e-48
125.27142816090235  1.7278259805078804e-48
160.41707625083342  1.9164610627354128e-48
212.3092781586344  2.2387211385683836e-48
310.2035603055448  2.754228703338197e-48
390.737813130422  3.3884415613920345e-48
525.7311658179341  4.390358656409501e-48
719.1208972782949  5.4013211476463696e-48
1000  7.762471166286927e-48
1239.0212616521055  9.549925860214447e-48
1722.966564233514  1.3031667784523053e-47
2170.2787251775017  1.6032453906900615e-47
2825.3612577286863  2.0773037255725757e-47
5199.845662531296  3.6728230049808874e-47
7230.836542522252  5.278372067815813e-47
10000.693191911823  7.202777512383436e-47
